school_name,status,url_found,tables_saved,reason
Nazarene Bible College,Failure,https://nbc.edu/news/32102/iboe-scholarships-opportunity-for-2026-2027//,0,Could not scrape any tables from the URL.
Rasmussen University-Kansas,Failure,https://guides.rasmussen.edu/borrowing,0,Could not scrape any tables from the URL.
Chamberlain University-Missouri,Failure,https://www.chamberlain.edu/admissions/financial-aid-scholarships/scholarships,0,Could not scrape any tables from the URL.
Riverside College of Health Careers,Failure,https://www.riverside.edu/en/admissions-and-aid/financial-aid-and-scholarship,0,Could not scrape any tables from the URL.
Gwinnett Institute,Failure,https://www.ggc.edu/admission-aid/financial-aid/scholarships-and-grants,0,Could not scrape any tables from the URL.
Arizona College of Nursing-Salt Lake City,Failure,https://arizonacollege.edu/admissions/scholarships/,0,Could not scrape any tables from the URL.
Bryant & Stratton College-Greece,Failure,https://www.bryantstratton.edu/financial-aid/scholarships/,0,Could not scrape any tables from the URL.
Pennsylvania State University-Penn State DuBois,Failure,https://dubois.psu.edu/financialaid/apply/scholarships,0,Could not scrape any tables from the URL.
Pennsylvania College of Art and Design,Failure,https://pcad.edu/admissions/portfolio-merit-scholarship-competition/,0,Could not scrape any tables from the URL.
University of Puerto Rico-Utuado,Failure,https://scholarshipsandgrants.us/list/others/puerto-rico/,0,Could not scrape any tables from the URL.
Hesston College,Failure,https://hesston.edu/admissions/scholarships-and-aid/scholarships/,0,Could not scrape any tables from the URL.
Ohio University-Eastern Campus,Failure,https://www.ohio.edu/eastern/admissions/financial-aid-scholarships,0,Could not scrape any tables from the URL.
Gnomon,Failure,https://www.gnomon.edu/news-and-events/news/gnomon-introduces-new-scholarships-and-financial-awards-for-2026/,0,Could not scrape any tables from the URL.
John Paul the Great Catholic University,Failure,https://jpcatholic.edu/admission/cost/index.php,0,Could not scrape any tables from the URL.
Brookline College-Tempe,Failure,https://www.brooklinecollege.edu/resources/learning-resource-center/quick-links/scholarship-search-websites/,0,Could not scrape any tables from the URL.
Andrew College,Failure,https://www.andrewcollege.edu/scholarships/,0,Could not scrape any tables from the URL.
Nossi College of Art and Design,Failure,https://nossi.edu/application-form-financial-aid-scholarship/,0,Could not scrape any tables from the URL.
City College-Hollywood,Failure,https://www.scholarships.com/colleges/city-college-hollywood-hollywood-fl,0,Could not scrape any tables from the URL.
Bryn Athyn College of the New Church,Success,https://brynathyn.edu/financial-aid/scholarships-grants.html,1,Saved 1 valid tables.
Mount Sinai Phillips School of Nursing,Failure,https://www.mountsinai.org/files/MSHealth/Assets/MSBI/PSONScholarshipApplication-AY-2122.pdf,0,Could not scrape any tables from the URL.
Dallas Christian College,Success,https://www.dallas.edu/financial-services/scholarships/,2,Saved 2 valid tables.
EDP University of Puerto Rico-Humacao,Failure,https://www.scholarships.com/colleges/edp-university-of-puerto-rico-humacao,0,Could not scrape any tables from the URL.
Arlington Baptist University,Failure,https://abu.edu/scholarships,0,Could not scrape any tables from the URL.
Los Angeles College of Music,Failure,https://lacm.edu/financial-aid/,0,Could not scrape any tables from the URL.
Antigua College International,Failure,https://antigua.edu/financial-aid/,0,Could not scrape any tables from the URL.
Cottey College,Failure,https://cottey.edu/financial-aid/grants-and-scholarships/,0,Could not scrape any tables from the URL.
Montserrat College of Art,Failure,https://www.montserrat.edu/admissions/student-financial-services/to-apply-for-financial-aid/,0,Could not scrape any tables from the URL.
Pennsylvania State University-Penn State Shenango,Failure,https://www.psu.edu/costs-aid/types-of-aid/scholarships,0,Could not scrape any tables from the URL.
Dewey University-Manati,Failure,https://www.collegeraptor.com/colleges/academics/Dewey-University-Manati-PR--469416,0,Could not scrape any tables from the URL.
Jamestown Business College,Failure,https://www.jbc.edu/financial-aid/,0,Could not scrape any tables from the URL.
Blackfeet Community College,Failure,https://bfcc.edu/files/galleries/BFCC_Scholarship_Matrix_2025-26.pdf,0,Could not scrape any tables from the URL.
Concorde Career College-Kansas City,Failure,https://www.concorde.edu/admissions/scholarships,0,Could not scrape any tables from the URL.
Bard College at Simon's Rock,Success,https://www.bard.edu/sfs/simons-rock/financial-aid/,1,Saved 1 valid tables.
Rabbinical College of Ohr Shimon Yisroel,Failure,https://www.campusreel.org/scholarships/by-colleges/rabbinical-college-ohr-yisroel,0,Could not scrape any tables from the URL.
Aultman College of Nursing and Health Sciences,Success,https://www.aultmancollege.edu/scholarships,2,Saved 2 valid tables.
